match_id,team_id,win,dragon_kills,baron_kills,tower_kills,inhibitor_kills,champion_kills,atakhan_kills,horde_kills,total_gold,total_experience
EUW1_7729144191,100,0,1,0,3,0,21,0,1,48773,54314
EUW1_7729144191,200,1,1,1,5,0,30,0,2,58071,67534
EUW1_7740100796,100,1,1,0,2,0,19,0,0,33496,37682
EUW1_7740100796,200,0,0,0,0,0,5,0,3,23375,27831
EUW1_7740021592,100,0,1,0,8,1,31,0,3,69646,83442
EUW1_7740021592,200,1,3,2,9,2,36,0,0,74750,90619
EUW1_7739973943,100,0,0,0,0,0,5,0,3,26552,32213
EUW1_7739973943,200,1,1,0,1,0,14,0,0,33721,38812
EUW1_7739887832,100,1,4,1,10,2,32,0,0,64461,74597
EUW1_7739887832,200,0,0,0,3,0,18,0,3,55827,63173
EUW1_7739815253,100,1,2,0,4,0,18,0,0,43441,52694
EUW1_7739815253,200,0,1,0,1,0,9,0,0,39287,47440
EUW1_7739766903,100,1,0,0,7,0,22,0,3,44209,50752
EUW1_7739766903,200,0,0,0,1,0,9,0,0,31343,37713
EUW1_7739582029,100,0,0,0,1,0,7,0,3,28661,32591
EUW1_7739582029,200,1,2,0,1,0,22,0,0,33306,38710
EUW1_7739403107,100,1,2,1,10,2,35,0,1,65265,76105
EUW1_7739403107,200,0,1,0,3,0,18,0,2,52763,62827
EUW1_7739349937,100,1,3,2,10,2,45,0,2,79118,95590
EUW1_7739349937,200,0,2,0,4,0,27,0,1,67587,77379
EUW1_7739315835,100,1,1,0,2,0,13,0,3,32711,38761
EUW1_7739315835,200,0,1,0,1,0,3,0,0,25745,31709
EUW1_7740258037,100,1,3,2,10,2,30,0,0,69041,78646
EUW1_7740258037,200,0,0,0,2,0,31,0,3,58832,68832
EUW1_7740194024,100,0,2,0,4,0,29,0,0,61402,69797
EUW1_7740194024,200,1,2,1,6,1,34,0,3,66903,76727
EUW1_7735058585,100,0,0,1,2,0,24,0,3,52924,66100
EUW1_7735058585,200,1,3,0,9,1,38,0,0,61357,69982
EUW1_7740254018,100,1,3,0,9,1,40,0,0,55189,65744
EUW1_7740254018,200,0,0,0,1,0,12,0,3,38841,44381
EUW1_7739151257,100,1,2,0,4,0,25,0,3,38224,39563
EUW1_7739151257,200,0,0,0,0,0,8,0,0,28161,31830
EUW1_7739106606,100,1,1,1,9,2,27,0,2,55526,61840
EUW1_7739106606,200,0,2,0,0,0,11,0,1,41704,48608
EUW1_7739063890,100,1,3,1,9,1,44,0,2,68869,80916
EUW1_7739063890,200,0,1,0,3,0,21,0,1,55805,63190
EUW1_7739027839,100,1,4,1,6,0,29,0,3,60828,72284
EUW1_7739027839,200,0,0,0,3,0,12,0,0,46655,53941
EUW1_7738351458,100,1,0,0,0,0,2,0,0,3878,1036
EUW1_7738351458,200,0,0,0,0,0,1,0,0,3255,305
EUW1_7740370706,100,0,1,2,3,0,37,0,2,74662,87601
EUW1_7740370706,200,1,4,1,9,1,45,0,1,83340,98503
EUW1_7740336264,100,0,0,0,1,0,13,0,0,52694,63121
EUW1_7740336264,200,1,4,1,11,2,38,0,3,66489,80225
EUW1_7740295831,100,0,2,1,1,0,27,0,0,68431,91406
EUW1_7740295831,200,1,3,2,11,5,32,0,3,77812,90786
EUW1_7738358785,100,0,2,0,2,0,16,0,2,51843,64354
EUW1_7738358785,200,1,2,1,10,2,28,0,1,65932,75568
EUW1_7735230894,100,1,3,1,11,2,60,0,1,81167,92003
EUW1_7735230894,200,0,2,1,2,0,46,0,2,76290,91709
EUW1_7733396260,100,0,2,0,3,0,34,0,3,70556,84671
EUW1_7733396260,200,1,3,1,12,2,50,0,0,79446,89909
EUN1_3911098055,100,1,3,1,10,1,29,0,3,59721,69030
EUN1_3911098055,200,0,0,0,1,0,11,0,0,45448,56816
EUN1_3911077969,100,0,2,0,0,0,4,0,3,25997,33421
EUN1_3911077969,200,1,0,0,3,0,18,0,0,35050,38906
EUN1_3911069768,100,1,0,0,0,0,7,0,3,17607,19272
EUN1_3911069768,200,0,1,0,0,0,4,0,0,16359,18180
EUN1_3911042338,100,1,3,3,12,3,42,0,3,82190,100935
EUN1_3911042338,200,0,2,0,6,0,25,0,0,75566,94742
EUN1_3911020978,100,1,1,0,2,0,13,0,3,33369,39068
EUN1_3911020978,200,0,1,0,0,0,5,0,0,23532,28551
EUN1_3910996432,100,0,1,0,2,0,22,0,0,46193,49163
EUN1_3910996432,200,1,1,1,8,1,24,0,3,53521,61796
EUN1_3910974098,100,0,0,0,2,0,22,0,3,57517,68846
EUN1_3910974098,200,1,4,1,11,3,37,0,0,69585,79614
EUN1_3910954208,100,0,3,0,2,0,20,0,0,58055,71771
EUN1_3910954208,200,1,2,2,9,1,28,0,3,71486,84831
EUN1_3910937027,100,1,2,0,2,0,20,0,3,32373,37223
EUN1_3910937027,200,0,0,0,0,0,9,0,0,26562,30087
EUN1_3910938114,100,0,0,0,0,0,1,0,0,13281,14951
EUN1_3910938114,200,1,1,0,0,0,9,0,1,17372,18921
EUN1_3909098135,100,0,1,0,3,0,18,0,3,59238,66703
EUN1_3909098135,200,1,3,1,5,0,40,0,0,70310,84137
EUN1_3909090391,100,0,0,0,1,0,15,0,0,32082,36304
EUN1_3909090391,200,1,2,0,2,0,26,0,3,36959,41259
EUN1_3909079789,100,1,4,1,11,3,33,0,3,66334,81086
EUN1_3909079789,200,0,0,0,1,0,14,0,0,52852,68828
EUN1_3909067751,100,0,4,2,3,0,30,0,3,65305,80566
EUN1_3909067751,200,1,2,1,9,1,33,0,0,72843,83506
EUN1_3909046978,100,1,1,1,9,2,26,0,3,59254,69360
EUN1_3909046978,200,0,3,0,3,0,15,0,0,47695,58630
EUN1_3908653763,100,1,4,2,11,3,37,0,1,74185,88667
EUN1_3908653763,200,0,1,0,2,0,27,0,2,60511,73522
EUN1_3908561996,100,0,3,0,3,0,15,0,1,57585,64674
EUN1_3908561996,200,1,2,2,8,1,30,0,2,64501,82174
EUN1_3908563392,100,1,2,1,7,1,23,0,0,53898,66542
EUN1_3908563392,200,0,1,0,3,0,14,0,3,48221,62666
EUN1_3908553720,100,1,3,2,8,1,24,0,3,62305,77494
EUN1_3908553720,200,0,2,0,6,0,13,0,0,58060,67213
EUN1_3908540597,100,0,4,1,9,2,29,0,3,73467,90137
EUN1_3908540597,200,1,2,2,8,1,28,0,0,80698,104232
EUN1_3912255909,100,1,2,1,11,2,25,0,3,59892,68497
EUN1_3912255909,200,0,2,0,3,0,19,0,0,51063,60938
EUN1_3912225114,100,1,3,1,8,1,33,0,3,53751,59736
EUN1_3912225114,200,0,0,0,2,0,19,0,0,45783,49923
EUN1_3912192545,100,1,3,1,8,1,34,0,3,57299,68705
EUN1_3912192545,200,0,1,0,4,0,22,0,0,50055,56380
EUN1_3911521160,100,1,3,0,9,1,33,0,0,67863,79716
EUN1_3911521160,200,0,1,1,1,0,17,0,3,56530,72516
EUN1_3911466745,100,0,2,0,5,0,21,0,0,55884,62947
EUN1_3911466745,200,1,1,1,9,1,39,0,3,64737,76704
EUN1_3911721837,100,0,1,0,1,0,32,0,3,52847,61393
EUN1_3911721837,200,1,2,1,9,1,41,0,0,61227,71187
EUN1_3911694522,100,1,2,1,10,2,41,0,3,66407,73229
EUN1_3911694522,200,0,1,0,1,0,26,0,0,53916,60510
EUN1_3911664402,100,0,3,0,3,0,17,0,1,48412,57055
EUN1_3911664402,200,1,1,1,10,2,33,0,2,61031,71207
EUN1_3908339303,100,1,1,2,9,1,41,0,0,76390,94350
EUN1_3908339303,200,0,2,0,5,0,25,0,3,64701,77244
EUN1_3906700969,100,0,1,0,3,0,20,0,3,51926,64415
EUN1_3906700969,200,1,3,1,9,1,34,0,0,67377,74996
EUN1_3906672263,100,0,0,0,0,0,13,0,3,41962,50587
EUN1_3906672263,200,1,3,1,9,1,36,0,0,55540,66669
EUN1_3906633762,100,1,3,2,7,1,33,0,3,69468,84446
EUN1_3906633762,200,0,2,0,4,0,31,0,0,67102,80076
EUN1_3906126952,100,1,3,1,10,2,38,0,3,84843,104729
EUN1_3906126952,200,0,3,2,7,0,36,0,0,78866,100715
EUN1_3906095459,100,0,0,1,2,0,34,0,0,60782,66386
EUN1_3906095459,200,1,4,0,10,3,50,0,3,68501,72439
EUN1_3906070697,100,0,0,0,1,0,7,0,0,29201,35178
EUN1_3906070697,200,1,2,0,3,0,17,0,3,35942,39858
EUN1_3912104154,100,1,2,0,2,0,26,0,3,34685,36027
EUN1_3912104154,200,0,0,0,0,0,7,0,0,22986,26879
EUN1_3908944426,100,1,3,1,8,2,30,0,3,63005,76327
EUN1_3908944426,200,0,1,0,5,0,18,0,0,61137,74555
EUN1_3908911374,100,1,2,2,10,1,42,0,3,82763,98879
EUN1_3908911374,200,0,3,0,4,0,41,0,0,74298,89477
EUN1_3908528316,100,0,2,1,4,0,48,0,3,72852,78895
EUN1_3908528316,200,1,3,1,9,1,42,0,0,76587,84267
EUN1_3908509526,100,1,1,0,9,1,41,0,0,65341,74073
EUN1_3908509526,200,0,3,1,6,0,39,0,3,58960,66771
EUN1_3905498618,100,0,1,0,3,0,27,0,3,55611,64010
EUN1_3905498618,200,1,3,1,6,0,42,0,0,67481,76759
EUN1_3905482525,100,0,1,0,1,0,14,0,0,37453,44171
EUN1_3905482525,200,1,2,0,4,0,23,0,3,44151,51777
EUN1_3905450604,100,0,0,0,1,0,11,0,1,43614,52808
EUN1_3905450604,200,1,2,1,9,1,39,0,2,59246,69423
EUN1_3904832455,100,0,0,0,3,0,15,0,0,48305,54902
EUN1_3904832455,200,1,4,1,11,2,49,0,3,62037,74373
EUN1_3904798296,100,0,4,2,12,5,37,0,3,75088,91774
EUN1_3904798296,200,1,0,0,6,1,31,0,0,76701,101128
EUN1_3912263126,100,1,3,0,7,1,34,0,0,53328,61111
EUN1_3912263126,200,0,0,0,0,0,16,0,3,38462,46380
EUN1_3912224087,100,0,4,0,4,0,41,0,3,83116,100438
EUN1_3912224087,200,1,2,2,11,3,47,0,0,91653,111085
EUN1_3912188857,100,1,1,1,8,1,29,0,0,53941,67051
EUN1_3912188857,200,0,3,0,6,0,22,0,3,47806,54626
EUN1_3911863239,100,1,2,0,11,3,43,0,3,74053,81301
EUN1_3911863239,200,0,2,1,7,1,39,0,0,71542,82357
EUN1_3911843022,100,0,3,0,0,0,30,0,3,71412,90364
EUN1_3911843022,200,1,2,2,11,6,43,0,0,79035,95183
NA1_5494453720,100,1,3,1,9,1,31,0,2,65129,76362
NA1_5494453720,200,0,1,0,3,0,21,0,1,54859,60693
NA1_5492839993,100,1,1,1,11,3,31,0,2,66586,77204
NA1_5492839993,200,0,2,0,1,0,16,0,1,51679,64520
NA1_5492818186,100,1,1,0,7,1,38,0,3,55547,60062
NA1_5492818186,200,0,1,0,0,0,14,0,0,39086,44020
NA1_5492782897,100,1,0,0,4,0,19,0,3,36669,37462
NA1_5492782897,200,0,0,0,0,0,7,0,0,24621,28139
NA1_5492765125,100,1,1,0,2,0,15,0,3,32056,35625
NA1_5492765125,200,0,1,0,0,0,9,0,0,26647,29183
NA1_5492697484,100,1,1,0,9,1,40,0,0,53745,56711
NA1_5492697484,200,0,1,0,1,0,17,0,3,38405,40247
NA1_5492691011,100,0,0,0,0,0,0,0,0,2829,488
NA1_5492691011,200,1,0,0,0,0,0,0,0,2963,1005
NA1_5492659599,100,0,4,2,5,0,25,0,1,73077,95578
NA1_5492659599,200,1,2,0,9,1,30,0,2,79364,97095
NA1_5492633602,100,1,4,0,9,1,31,0,0,62154,72859
NA1_5492633602,200,0,0,1,5,0,19,0,3,55978,67750
NA1_5492621192,100,0,0,0,0,0,11,0,3,36687,41444
NA1_5492621192,200,1,2,0,3,0,20,0,0,44485,51187
NA1_5494586126,100,1,4,1,11,2,29,0,3,59143,65114
NA1_5494586126,200,0,0,0,2,0,12,0,0,45108,53317
NA1_5494556685,100,0,1,0,0,0,4,0,0,25487,31986
NA1_5494556685,200,1,0,0,3,0,13,0,3,34442,39270
NA1_5495521224,100,1,3,1,11,2,44,0,0,70295,81549
NA1_5495521224,200,0,1,0,1,0,23,0,3,53199,63452
NA1_5495474007,100,1,2,1,3,0,35,0,2,79443,95623
NA1_5495474007,200,0,4,0,5,0,39,0,1,76702,88664
NA1_5495436738,100,0,1,0,3,0,25,0,0,61186,72658
NA1_5495436738,200,1,3,1,11,3,46,0,3,73035,88713
NA1_5495386565,100,0,1,0,3,0,17,0,1,47465,56091
NA1_5495386565,200,1,2,1,8,1,32,0,2,58150,68766
NA1_5495342938,100,1,2,1,11,2,53,0,3,84863,98008
NA1_5495342938,200,0,2,0,4,0,38,0,0,75852,85502
NA1_5495300534,100,0,2,0,3,0,35,0,3,59447,69053
NA1_5495300534,200,1,2,2,9,1,42,0,0,71562,83773
NA1_5493008236,100,1,4,1,6,0,49,0,0,82087,96876
NA1_5493008236,200,0,1,2,5,0,32,0,3,79553,93830
NA1_5492964690,100,1,2,1,9,1,36,0,0,61815,71812
NA1_5492964690,200,0,1,0,2,0,11,0,3,45987,54153
NA1_5492926317,100,1,2,1,8,0,28,0,3,63800,72278
NA1_5492926317,200,0,2,0,3,0,22,0,0,55938,61992
NA1_5495026542,100,1,2,0,4,0,23,0,3,34205,36140
NA1_5495026542,200,0,0,0,0,0,3,0,0,23571,27178
NA1_5494532146,100,0,0,0,0,0,15,0,3,39562,46549
NA1_5494532146,200,1,1,0,9,2,31,0,0,55018,56629
NA1_5493583602,100,0,0,0,2,0,11,0,2,38185,41845
NA1_5493583602,200,1,2,0,10,2,38,0,1,50789,54348
NA1_5493547595,100,1,4,1,10,2,41,0,0,70622,82727
NA1_5493547595,200,0,0,0,2,0,23,0,3,56476,67772
NA1_5492259014,100,0,2,0,0,0,22,0,1,44367,49712
NA1_5492259014,200,1,1,0,10,2,39,0,2,59934,61265
NA1_5492179405,100,0,0,0,0,0,10,0,0,38680,44863
NA1_5492179405,200,1,3,0,11,2,31,0,3,53051,58662
NA1_5492290261,100,1,3,1,9,1,43,0,2,63051,75385
NA1_5492290261,200,0,1,0,3,0,27,0,1,52370,58270
NA1_5492210008,100,0,2,1,3,0,51,0,3,70134,82319
NA1_5492210008,200,1,3,0,7,1,42,0,0,68300,79243
NA1_5492172085,100,0,0,0,3,0,27,0,1,56979,68249
NA1_5492172085,200,1,4,2,10,2,41,0,2,69814,81159
NA1_5487069581,100,1,3,1,9,2,29,0,0,62435,73513
NA1_5487069581,200,0,1,0,3,0,18,0,3,54263,60618
NA1_5487038735,100,0,0,0,0,0,12,0,1,51722,65934
NA1_5487038735,200,1,5,1,11,3,27,0,2,67565,79214
NA1_5486997844,100,1,3,2,9,2,38,0,0,71054,88872
NA1_5486997844,200,0,2,0,3,0,15,0,3,57298,70548
NA1_5495349575,100,0,2,0,3,0,23,0,3,61174,71595
NA1_5495349575,200,1,2,2,9,2,47,0,0,73452,85575
NA1_5495259793,100,1,0,1,7,2,31,0,0,81432,97449
NA1_5495259793,200,0,5,1,8,2,44,0,3,84827,105097
NA1_5495220227,100,0,0,0,1,0,10,0,0,31850,34146
NA1_5495220227,200,1,1,0,5,0,33,0,0,45435,45700
NA1_5495195404,100,1,3,1,9,1,46,0,0,74376,86710
NA1_5495195404,200,0,1,0,1,0,25,0,3,59722,70785
NA1_5494789771,100,0,2,1,4,0,20,0,3,63136,77648
NA1_5494789771,200,1,3,1,9,2,36,0,0,74387,90801
NA1_5494746436,100,0,2,0,3,0,32,0,3,63694,76441
NA1_5494746436,200,1,4,1,11,3,42,0,0,79417,94759
NA1_5494703320,100,0,2,0,3,0,20,0,0,61406,76419
NA1_5494703320,200,1,2,1,11,2,25,0,3,69088,85918
NA1_5494851597,100,1,3,1,13,5,44,0,3,88298,105505
NA1_5494851597,200,0,3,2,2,0,49,0,0,88220,113816
NA1_5494823625,100,0,2,0,3,0,38,0,0,66986,80681
NA1_5494823625,200,1,3,2,12,2,45,0,3,74872,89219
NA1_5492377390,100,1,2,2,5,2,43,0,0,74090,90058
NA1_5492377390,200,0,2,0,2,0,25,0,3,63620,73474
NA1_5492350149,100,0,2,0,3,0,22,0,0,50458,61068
NA1_5492350149,200,1,1,1,9,2,27,0,3,60115,70702
NA1_5492319258,100,0,1,0,1,0,14,0,0,43257,50849
NA1_5492319258,200,1,2,1,6,1,33,0,3,57861,65653
BR1_3207972436,100,1,1,0,5,0,31,0,2,42496,42317
BR1_3207972436,200,0,0,0,1,0,16,0,1,35435,39549
BR1_3207966125,100,0,0,0,0,0,0,0,0,3060,976
BR1_3207966125,200,1,0,0,0,0,0,0,0,3119,1149
BR1_3207675242,100,1,1,1,8,1,36,0,3,63939,70033
BR1_3207675242,200,0,1,0,4,0,40,0,0,61906,65410
BR1_3207653419,100,1,1,0,2,0,20,0,3,34270,35664
BR1_3207653419,200,0,0,0,0,0,9,0,0,27145,29944
BR1_3207452396,100,0,3,0,6,1,38,0,3,76967,94029
BR1_3207452396,200,1,3,2,11,4,33,0,0,85326,98316
BR1_3207432437,100,0,0,0,3,0,13,0,3,45662,52637
BR1_3207432437,200,1,3,1,9,1,30,0,0,58628,67359
BR1_3207410123,100,1,1,2,11,3,51,0,3,82776,93898
BR1_3207410123,200,0,3,0,3,0,38,0,0,74086,93248
BR1_3207301177,100,0,0,0,0,0,8,0,0,24259,26418
BR1_3207301177,200,1,2,0,3,0,24,0,3,34817,35557
BR1_3207151497,100,1,3,1,7,1,46,0,0,75273,90849
BR1_3207151497,200,0,1,1,8,1,39,0,3,71362,82605
BR1_3207104672,100,1,3,1,9,1,41,0,3,62916,66413
BR1_3207104672,200,0,0,0,3,0,23,0,0,53990,58098
BR1_3208180479,100,0,0,0,4,0,21,0,0,54511,63344
BR1_3208180479,200,1,4,1,9,1,33,0,3,62216,74723
BR1_3208171419,100,1,4,1,7,1,32,0,3,63716,80024
BR1_3208171419,200,0,0,0,3,0,27,0,0,58722,66296
BR1_3208154320,100,1,2,1,7,1,42,0,0,75856,89404
BR1_3208154320,200,0,3,2,6,0,33,0,3,72638,91193
BR1_3208119899,100,1,2,0,4,0,29,0,3,38042,41572
BR1_3208119899,200,0,0,0,0,0,8,0,0,25445,28123
BR1_3208080914,100,1,1,1,8,1,43,0,2,72573,80628
BR1_3208080914,200,0,2,0,4,0,41,0,1,64182,72570
BR1_3208052906,100,0,2,1,5,0,23,0,3,59131,68692
BR1_3208052906,200,1,1,0,7,1,32,0,0,64880,76356
BR1_3205463888,100,1,0,0,0,0,0,0,0,2525,62
BR1_3205463888,200,0,0,0,0,0,0,0,0,2565,186
BR1_3202401592,100,1,2,2,8,1,41,0,0,89323,111743
BR1_3202401592,200,0,4,1,4,0,43,0,3,79835,99266
BR1_3202386148,100,0,0,0,0,0,7,0,3,32616,36936
BR1_3202386148,200,1,3,0,9,1,23,0,0,47334,50459
BR1_3202368374,100,1,1,1,9,1,39,0,3,65230,76719
BR1_3202368374,200,0,2,0,3,0,24,0,0,58813,68436
BR1_3202351375,100,1,0,0,10,1,23,0,3,63136,71424
BR1_3202351375,200,0,3,1,5,0,31,0,0,61135,72438
BR1_3202343775,100,1,3,0,4,0,15,0,3,39407,45599
BR1_3202343775,200,0,0,0,1,0,7,0,0,32270,37820
BR1_3202337225,100,1,2,0,3,0,23,0,3,35909,40081
BR1_3202337225,200,0,0,0,0,0,6,0,0,27934,30945
BR1_3202324359,100,1,2,2,12,4,26,0,1,66275,84541
BR1_3202324359,200,0,3,0,3,0,22,0,2,64213,79652
BR1_3202313792,100,0,4,1,5,0,25,0,1,64613,76941
BR1_3202313792,200,1,1,1,10,1,22,0,2,66176,81725
BR1_3208088650,100,0,0,0,2,0,19,0,3,54399,60655
BR1_3208088650,200,1,4,1,7,1,38,0,0,63889,76652
BR1_3208011613,100,1,2,0,6,0,34,0,3,58282,59523
BR1_3208011613,200,0,1,0,3,0,27,0,0,46873,52674
BR1_3207987371,100,1,3,1,7,1,34,0,0,64791,75280
BR1_3207987371,200,0,0,0,3,0,30,0,3,59348,64512
BR1_3207944801,100,1,3,1,9,1,48,0,3,80939,96311
BR1_3207944801,200,0,2,1,5,0,40,0,0,75795,92400
BR1_3207928118,100,1,1,0,8,1,47,0,3,75635,83946
BR1_3207928118,200,0,3,1,5,0,45,0,0,70225,81687
BR1_3207909656,100,0,1,1,4,0,30,0,3,65249,73644
BR1_3207909656,200,1,3,1,10,2,37,0,0,69816,87004
BR1_3207844785,100,1,3,1,10,1,41,0,3,70891,82492
BR1_3207844785,200,0,2,0,3,0,31,0,0,63106,69159
BR1_3207743077,100,1,2,0,10,2,41,0,2,53863,60311
BR1_3207743077,200,0,1,0,0,0,21,0,1,40536,47645
BR1_3207736581,100,0,1,2,8,2,28,0,3,63278,76148
BR1_3207736581,200,1,2,0,7,1,40,0,0,65191,76090
BR1_3207733308,100,0,1,0,2,0,11,0,3,32522,36887
BR1_3207733308,200,1,1,0,3,0,23,0,0,38746,42687
BR1_3207372344,100,1,1,0,9,1,32,0,3,42273,40273
BR1_3207372344,200,0,0,0,0,0,10,0,0,28433,31038
BR1_3207354213,100,0,2,0,4,0,33,0,3,62298,69842
BR1_3207354213,200,1,2,1,10,1,39,0,0,72093,78045
BR1_3207331857,100,0,4,1,3,0,31,0,0,73536,96295
BR1_3207331857,200,1,1,1,11,4,30,0,3,78239,95122
BR1_3207633603,100,1,3,1,8,2,43,0,3,69124,77665
BR1_3207633603,200,0,1,0,3,0,38,0,0,60920,67753
BR1_3207621486,100,1,2,0,2,0,24,0,3,33521,35851
BR1_3207621486,200,0,0,0,0,0,6,0,0,25140,28605
BR1_3207607203,100,1,2,0,2,0,16,0,0,30734,36802
BR1_3207607203,200,0,0,0,0,0,3,0,3,25598,31885
BR1_3207581692,100,1,3,0,6,0,30,0,3,53939,61033
BR1_3207581692,200,0,0,0,2,0,14,0,0,47131,54163
BR1_3207568429,100,0,0,0,0,0,11,0,1,29202,30548
BR1_3207568429,200,1,1,0,1,0,19,0,2,33691,36853
BR1_3207547432,100,1,3,1,11,3,36,0,0,60734,68786
BR1_3207547432,200,0,0,0,2,0,17,0,3,46386,56293
BR1_3208125954,100,0,0,0,0,0,10,0,0,34443,43931
BR1_3208125954,200,1,2,1,6,0,31,0,3,51693,59592
BR1_3208106729,100,0,3,0,4,0,30,0,0,56499,63901
BR1_3208106729,200,1,1,2,6,1,37,0,3,61041,70749
BR1_3208085137,100,1,1,0,7,1,29,0,3,57288,67069
BR1_3208085137,200,0,3,1,6,0,33,0,0,56094,67977
BR1_3208132682,100,0,0,0,1,0,10,0,2,28320,29100
BR1_3208132682,200,1,1,0,3,0,24,0,1,37902,39616
BR1_3208099967,100,0,0,0,1,0,21,0,0,52059,65871
BR1_3208099967,200,1,3,1,11,2,30,0,3,64588,71965
BR1_3208017733,100,1,3,1,10,2,39,0,3,65089,75073
BR1_3208017733,200,0,1,0,1,0,19,0,0,52555,62427
LA1_1693548251,100,1,4,2,8,1,55,0,3,79338,102803
LA1_1693548251,200,0,1,0,4,0,28,0,0,72473,81068
LA1_1693533054,100,1,0,0,7,1,24,0,3,66499,77415
LA1_1693533054,200,0,4,1,8,1,33,0,0,64732,77879
LA1_1693515424,100,1,3,0,7,1,29,0,3,51426,55645
LA1_1693515424,200,0,0,0,1,0,12,0,0,42376,49078
LA1_1693499846,100,1,3,2,11,3,32,0,0,79258,94197
LA1_1693499846,200,0,2,0,5,0,23,0,3,69457,81802
LA1_1693489760,100,1,3,0,7,0,21,0,3,45321,49144
LA1_1693489760,200,0,0,0,0,0,9,0,0,33889,41118
LA1_1693484013,100,1,1,0,10,2,33,0,3,54937,57081
LA1_1693484013,200,0,0,0,0,0,11,0,0,36671,42671
LA1_1693474862,100,1,0,0,2,0,21,0,3,35183,35595
LA1_1693474862,200,0,1,0,0,0,10,0,0,26018,28249
LA1_1693466159,100,1,5,2,11,3,26,0,3,76278,98263
LA1_1693466159,200,0,0,0,5,0,24,0,0,69957,85278
LA1_1693453284,100,0,0,0,1,0,16,0,0,51727,57063
LA1_1693453284,200,1,4,2,9,1,52,0,3,68103,76150
LA1_1693443684,100,1,2,1,9,1,29,0,0,61402,75628
LA1_1693443684,200,0,1,0,2,0,16,0,3,49238,58694
LA1_1694791905,100,1,4,2,11,2,43,0,3,73767,85697
LA1_1694791905,200,0,0,0,2,0,29,0,0,63135,73918
LA1_1694785006,100,0,2,0,4,0,34,0,3,57751,64420
LA1_1694785006,200,1,1,1,9,1,40,0,0,65868,78784
LA1_1694771041,100,1,2,0,8,1,34,0,3,66126,79544
LA1_1694771041,200,0,2,1,4,0,33,0,0,62907,74353
LA1_1694761002,100,0,1,0,0,0,6,0,2,28459,35607
LA1_1694761002,200,1,0,0,5,0,22,0,1,42311,47407
LA1_1694591344,100,1,2,0,10,2,38,0,2,57723,73528
LA1_1694591344,200,0,1,0,1,0,16,0,0,42429,53361
LA1_1694581136,100,1,4,2,11,1,41,0,0,70629,83822
LA1_1694581136,200,0,1,0,3,0,23,0,3,63309,73413
LA1_1694560959,100,0,0,1,1,0,22,0,0,54627,65223
LA1_1694560959,200,1,4,0,11,3,36,0,3,67151,73113
NA1_5488867907,100,0,0,0,0,0,13,0,0,35157,42541
NA1_5488867907,200,1,2,0,9,1,42,0,3,54817,54874
NA1_5488746494,100,1,3,1,10,1,29,0,3,68031,78407
NA1_5488746494,200,0,1,0,2,0,19,0,0,57486,66941
NA1_5488569075,100,0,1,0,0,0,12,0,0,35823,40172
NA1_5488569075,200,1,2,0,10,1,38,0,3,53131,56329
NA1_5488565016,100,0,0,0,1,0,20,0,3,38950,41942
NA1_5488565016,200,1,3,0,6,0,33,0,0,50364,53689
NA1_5488556189,100,1,3,1,9,1,46,0,0,78214,90301
NA1_5488556189,200,0,2,0,3,0,34,0,3,68188,79644
NA1_5488523477,100,1,3,0,10,1,32,0,3,52369,54681
NA1_5488523477,200,0,0,0,2,0,22,0,0,43857,48243
NA1_5488514854,100,1,1,0,8,1,30,0,2,46296,50294
NA1_5488514854,200,0,0,0,0,0,6,0,1,29730,36866
NA1_5488493186,100,1,2,2,10,2,28,0,3,67990,82970
NA1_5488493186,200,0,3,0,4,0,19,0,0,60250,71717
LA1_1694789866,100,1,1,1,11,3,40,0,3,64315,69510
LA1_1694789866,200,0,2,0,0,0,25,0,0,52417,61487
LA1_1694642412,100,1,1,1,7,1,29,0,1,55565,66568
LA1_1694642412,200,0,2,0,2,0,14,0,2,41925,51575
LA1_1694632534,100,0,1,0,0,0,15,0,3,42432,51044
LA1_1694632534,200,1,2,1,10,2,42,0,0,61261,71087
LA1_1693920882,100,0,3,0,1,0,15,0,3,41029,44659
LA1_1693920882,200,1,0,0,6,1,31,0,0,52751,55193
LA1_1693907051,100,0,0,0,4,0,30,0,0,65707,75761
LA1_1693907051,200,1,5,2,7,2,39,0,3,73053,87920
LA1_1691206464,100,1,3,1,8,1,36,0,2,78543,92063
LA1_1691206464,200,0,2,1,6,0,31,0,1,75180,87241
LA1_1691191496,100,1,3,1,9,1,47,0,0,62960,73176
LA1_1691191496,200,0,0,0,3,0,25,0,3,56808,64927
LA1_1694058588,100,0,2,0,4,0,45,0,0,71081,85515
LA1_1694058588,200,1,1,2,12,4,68,0,0,82827,94101
LA1_1694777878,100,0,3,0,4,0,20,0,0,56904,63218
LA1_1694777878,200,1,0,1,10,3,39,0,3,65166,74439
LA1_1694497022,100,0,0,0,3,0,27,0,3,62937,73445
LA1_1694497022,200,1,5,1,7,1,39,0,0,65513,83198
LA1_1694754418,100,0,1,0,0,0,18,0,0,41688,54442
LA1_1694754418,200,1,2,1,11,3,22,0,3,54639,62841
LA1_1694222715,100,0,1,0,2,0,18,0,3,45237,53140
LA1_1694222715,200,1,2,1,8,1,29,0,0,53887,61611
LA1_1694203406,100,0,1,0,3,0,32,0,3,69161,83653
