match_id,participant_id,slot,item_id
EUW1_7728981406,4,1,6672
EUW1_7728981406,4,2,3124
EUW1_7728981406,4,3,1043
EUW1_7728981406,4,4,1042
EUW1_7728981406,4,5,1055
EUW1_7728981406,5,0,4005
EUW1_7728981406,5,1,3158
EUW1_7728981406,5,2,3876
EUW1_7728981406,5,3,3108
EUW1_7728981406,5,4,1004
EUW1_7728981406,6,0,1054
EUW1_7728981406,6,1,6664
EUW1_7728981406,6,2,3111
EUW1_7728981406,6,3,2504
EUW1_7728981406,6,4,3076
EUW1_7728981406,7,0,3078
EUW1_7728981406,7,1,3742
EUW1_7728981406,7,2,3111
EUW1_7728981406,7,3,3211
EUW1_7728981406,7,4,2022
EUW1_7728981406,8,0,3042
EUW1_7728981406,8,1,3173
EUW1_7728981406,8,2,1055
EUW1_7728981406,8,3,3078
EUW1_7728981406,8,4,3035
EUW1_7728981406,8,5,1018
EUW1_7728981406,9,0,4645
EUW1_7728981406,9,1,2421
EUW1_7728981406,9,2,4628
EUW1_7728981406,9,3,6655
EUW1_7728981406,9,5,1082
EUW1_7728981406,10,0,3158
EUW1_7728981406,10,1,2065
EUW1_7728981406,10,2,3870
EUW1_7728981406,10,3,6617
EUW1_7728981406,10,4,3108
EUW1_7728981406,10,5,1004
EUW1_7728928854,1,0,4633
EUW1_7728928854,1,1,1058
EUW1_7728928854,1,2,3152
EUW1_7728928854,1,3,3158
EUW1_7728928854,1,4,1082
EUW1_7728928854,1,5,1056
EUW1_7728928854,2,0,1082
EUW1_7728928854,2,1,4633
EUW1_7728928854,2,2,3152
EUW1_7728928854,2,3,2422
EUW1_7728928854,2,4,8010
EUW1_7728928854,2,5,2055
EUW1_7728928854,3,0,3173
EUW1_7728928854,3,1,3142
EUW1_7728928854,3,2,3042
EUW1_7728928854,3,3,1036
EUW1_7728928854,3,4,2055
EUW1_7728928854,3,5,1055
EUW1_7728928854,4,0,1055
EUW1_7728928854,4,1,3094
EUW1_7728928854,4,2,3097
EUW1_7728928854,5,0,6655
EUW1_7728928854,5,1,2420
EUW1_7728928854,5,2,1082
EUW1_7728928854,5,3,3869
EUW1_7728928854,5,4,1058
EUW1_7728928854,5,5,3158
EUW1_7728928854,6,0,3153
EUW1_7728928854,6,1,1057
EUW1_7728928854,6,2,1055
EUW1_7728928854,6,3,1043
EUW1_7728928854,6,4,1001
EUW1_7728928854,6,5,1042
EUW1_7728928854,7,0,3050
EUW1_7728928854,7,1,6696
EUW1_7728928854,7,2,1001
EUW1_7728928854,7,3,1036
EUW1_7728928854,7,4,1037
EUW1_7728928854,7,5,1036
EUW1_7728928854,8,0,1056
EUW1_7728928854,8,1,3152
EUW1_7728928854,8,2,1082
EUW1_7728928854,8,3,3175
EUW1_7728928854,8,4,1058
EUW1_7728928854,8,5,3145
EUW1_7728928854,9,0,1055
EUW1_7728928854,9,1,1052
EUW1_7728928854,9,2,3152
EUW1_7728928854,9,3,1082
EUW1_7728928854,9,4,1058
EUW1_7728928854,10,0,3190
EUW1_7728928854,10,1,2031
EUW1_7728928854,10,2,3869
EUW1_7728928854,10,3,3111
EUW1_7727494608,1,0,3111
EUW1_7727494608,1,1,6631
EUW1_7727494608,1,2,3157
EUW1_7727494608,1,3,1028
EUW1_7727494608,1,4,3053
EUW1_7727494608,1,5,3181
EUW1_7727494608,2,0,3142
EUW1_7727494608,2,1,3158
EUW1_7727494608,2,2,3134
EUW1_7727494608,2,3,3814
EUW1_7727494608,2,4,6694
EUW1_7727494608,2,5,6701
EUW1_7727494608,3,0,6653
EUW1_7727494608,3,1,2420
EUW1_7727494608,3,2,3135
EUW1_7727494608,3,3,2503
EUW1_7727494608,3,4,3175
EUW1_7727494608,3,5,3116
EUW1_7727494608,4,0,6675
EUW1_7727494608,4,1,3032
EUW1_7727494608,4,2,3031
EUW1_7727494608,4,3,3036
EUW1_7727494608,4,4,3139
EUW1_7727494608,4,5,1036
EUW1_7727494608,5,0,3158
EUW1_7727494608,5,1,6655
EUW1_7727494608,5,2,3137
EUW1_7727494608,5,3,3871
EUW1_7727494608,5,4,6653
EUW1_7727494608,5,5,3916
EUW1_7727494608,6,0,6653
EUW1_7727494608,6,1,3143
EUW1_7727494608,6,2,3009
EUW1_7727494608,6,3,4401
EUW1_7727494608,6,4,2525
EUW1_7727494608,6,5,3116
EUW1_7727494608,7,0,6610
EUW1_7727494608,7,1,3139
EUW1_7727494608,7,2,6698
EUW1_7727494608,7,3,3026
EUW1_7727494608,7,4,6333
EUW1_7727494608,7,5,6694
EUW1_7727494608,8,0,3152
EUW1_7727494608,8,1,3157
EUW1_7727494608,8,2,3110
EUW1_7727494608,8,3,4633
EUW1_7727494608,8,4,3173
EUW1_7727494608,8,5,3076
EUW1_7727494608,9,0,4645
EUW1_7727494608,9,1,3157
EUW1_7727494608,9,2,1052
EUW1_7727494608,9,3,3089
EUW1_7727494608,9,4,4630
EUW1_7727494608,9,5,2503
EUW1_7727494608,10,0,3158
EUW1_7727494608,10,1,3190
EUW1_7727494608,10,2,1011
EUW1_7727494608,10,3,3876
EUW1_7727494608,10,4,3050
EUW1_7727494608,10,5,2524
EUW1_7737556117,1,0,3074
EUW1_7737556117,1,1,1055
EUW1_7737556117,1,2,2055
EUW1_7737556117,1,3,6610
EUW1_7737556117,1,4,3047
EUW1_7737556117,1,5,6333
EUW1_7737556117,2,0,3161
EUW1_7737556117,2,1,3748
EUW1_7737556117,2,2,3111
EUW1_7737556117,2,3,3053
EUW1_7737556117,2,4,1029
EUW1_7737556117,2,5,1037
EUW1_7737556117,3,0,3040
EUW1_7737556117,3,1,2522
EUW1_7737556117,3,2,6657
EUW1_7737556117,3,3,3175
EUW1_7737556117,3,4,3089
EUW1_7737556117,3,5,1029
EUW1_7737556117,4,0,1056
EUW1_7737556117,4,1,3116
EUW1_7737556117,4,2,3157
EUW1_7737556117,4,3,6653
EUW1_7737556117,4,4,1052
EUW1_7737556117,4,5,1028
EUW1_7737556117,5,0,3869
EUW1_7737556117,5,1,3050
EUW1_7737556117,5,2,3158
EUW1_7737556117,5,3,3190
EUW1_7737556117,5,4,3114
EUW1_7737556117,5,5,3108
EUW1_7737556117,6,0,3152
EUW1_7737556117,6,1,3916
EUW1_7737556117,6,2,6657
EUW1_7737556117,6,3,3108
EUW1_7737556117,6,4,3158
EUW1_7737556117,6,5,3067
EUW1_7737556117,7,0,3026
EUW1_7737556117,7,1,6610
EUW1_7737556117,7,2,3047
EUW1_7737556117,7,3,3155
EUW1_7737556117,7,5,3078
EUW1_7737556117,8,0,3089
EUW1_7737556117,8,1,2421
EUW1_7737556117,8,2,3146
EUW1_7737556117,8,3,3100
EUW1_7737556117,8,4,3175
EUW1_7737556117,8,5,1082
EUW1_7737556117,9,0,1018
EUW1_7737556117,9,1,6672
EUW1_7737556117,9,2,1053
EUW1_7737556117,9,3,1033
EUW1_7737556117,9,4,3031
EUW1_7737556117,9,5,2512
EUW1_7737556117,10,0,3190
EUW1_7737556117,10,1,3876
EUW1_7737556117,10,2,3009
EUW1_7737556117,10,3,2524
EUW1_7737556117,10,4,3916
EUW1_7737556117,10,5,1031
EUW1_7737516217,1,0,3074
EUW1_7737516217,1,1,2019
EUW1_7737516217,1,2,2055
EUW1_7737516217,1,3,3047
EUW1_7737516217,1,4,6610
EUW1_7737516217,1,5,3133
EUW1_7737516217,2,0,3111
EUW1_7737516217,2,1,3078
EUW1_7737516217,2,2,1036
EUW1_7737516217,2,3,6610
EUW1_7737516217,3,0,4633
EUW1_7737516217,3,1,3152
EUW1_7737516217,3,2,2055
EUW1_7737516217,3,3,1082
EUW1_7737516217,3,4,3173
EUW1_7737516217,3,5,1057
EUW1_7737516217,4,0,3031
EUW1_7737516217,4,1,3508
EUW1_7737516217,4,2,1055
EUW1_7737516217,5,0,3877
EUW1_7737516217,5,1,2530
EUW1_7737516217,5,2,3111
EUW1_7737516217,5,3,6620
EUW1_7737516217,5,4,1028
EUW1_7737516217,6,0,1055
EUW1_7737516217,6,1,3123
EUW1_7737516217,6,2,3071
EUW1_7737516217,6,3,3047
EUW1_7737516217,6,4,2021
EUW1_7737516217,6,5,1037
EUW1_7737516217,7,0,3152
EUW1_7737516217,7,1,3157
EUW1_7737516217,7,2,4645
EUW1_7737516217,7,3,3020
EUW1_7737516217,7,4,1082
EUW1_7737516217,7,5,1052
EUW1_7737516217,8,0,3040
EUW1_7737516217,8,1,6657
EUW1_7737516217,8,2,1058
EUW1_7737516217,8,3,1082
EUW1_7737516217,8,4,3173
EUW1_7737516217,8,5,1056
EUW1_7737516217,9,0,1055
EUW1_7737516217,9,1,3097
EUW1_7737516217,9,2,3031
EUW1_7737516217,9,3,3036
EUW1_7737516217,9,4,1036
EUW1_7737516217,9,5,1042
EUW1_7737516217,10,0,3870
EUW1_7737516217,10,1,3107
EUW1_7737516217,10,2,3158
EUW1_7737516217,10,3,6620
EUW1_7737516217,10,4,3916
EUW1_7737516217,10,5,1028
EUW1_7736770226,1,0,3047
EUW1_7736770226,1,1,3068
EUW1_7736770226,1,2,6665
EUW1_7736770226,1,3,2524
EUW1_7736770226,2,0,3155
EUW1_7736770226,2,1,1036
EUW1_7736770226,2,2,6698
EUW1_7736770226,2,3,1029
EUW1_7736770226,2,4,6696
EUW1_7736770226,2,5,3047
EUW1_7736770226,3,0,1056
EUW1_7736770226,3,1,3146
EUW1_7736770226,3,2,1082
EUW1_7736770226,3,3,3173
EUW1_7736770226,3,4,4645
EUW1_7736770226,3,5,1052
EUW1_7736770226,4,0,1055
EUW1_7736770226,4,1,6675
EUW1_7736770226,4,2,3032
EUW1_7736770226,4,3,3031
EUW1_7736770226,4,4,3035
EUW1_7736770226,4,5,6670
EUW1_7736770226,5,0,3158
EUW1_7736770226,5,1,1052
EUW1_7736770226,5,2,3222
EUW1_7736770226,5,3,3870
EUW1_7736770226,5,5,2065
EUW1_7736770226,6,0,6631
EUW1_7736770226,6,1,3143
EUW1_7736770226,6,2,3009
EUW1_7736770226,6,3,3071
EUW1_7736770226,7,0,3071
EUW1_7736770226,7,1,6610
EUW1_7736770226,7,2,3047
EUW1_7736770226,7,3,3026
EUW1_7736770226,7,4,2019
EUW1_7736770226,8,0,2522
EUW1_7736770226,8,1,3135
EUW1_7736770226,8,2,3089
EUW1_7736770226,8,3,3040
EUW1_7736770226,8,4,6657
EUW1_7736770226,8,5,3175
EUW1_7736770226,9,0,2523
EUW1_7736770226,9,1,3046
EUW1_7736770226,9,2,1036
EUW1_7736770226,9,3,1055
EUW1_7736770226,9,4,1038
EUW1_7736770226,9,5,1037
EUW1_7736770226,10,0,2524
EUW1_7736770226,10,1,3877
EUW1_7736770226,10,2,3190
EUW1_7736770226,10,3,3009
EUW1_7736770226,10,4,3067
EUW1_7736677435,1,0,6333
EUW1_7736677435,1,1,6694
EUW1_7736677435,1,2,6699
EUW1_7736677435,1,3,1036
EUW1_7736677435,1,4,3161
EUW1_7736677435,1,5,3111
EUW1_7736677435,2,0,6610
EUW1_7736677435,2,1,3078
EUW1_7736677435,2,2,3026
EUW1_7736677435,2,3,2517
EUW1_7736677435,2,4,3047
EUW1_7736677435,2,5,3053
EUW1_7736677435,3,0,3118
EUW1_7736677435,3,1,3171
EUW1_7736677435,3,2,2055
EUW1_7736677435,3,3,3089
EUW1_7736677435,3,4,4645
EUW1_7736677435,3,5,4628
EUW1_7736677435,4,0,6694
EUW1_7736677435,4,1,3026
EUW1_7736677435,4,2,3042
EUW1_7736677435,4,3,3142
EUW1_7736677435,4,4,6695
EUW1_7736677435,4,5,3814
EUW1_7736677435,5,0,3190
EUW1_7736677435,5,1,3876
EUW1_7736677435,5,2,3067
EUW1_7736677435,5,3,3009
EUW1_7736677435,5,4,3222
EUW1_7736677435,5,5,2524
EUW1_7736677435,6,0,3033
EUW1_7736677435,6,1,6631
EUW1_7736677435,6,2,3046
EUW1_7736677435,6,3,3006
EUW1_7736677435,6,4,3053
EUW1_7736677435,6,5,3143
EUW1_7736677435,7,0,3156
EUW1_7736677435,7,1,2517
EUW1_7736677435,7,2,6698
EUW1_7736677435,7,3,6333
EUW1_7736677435,7,4,6696
EUW1_7736677435,7,5,3111
EUW1_7736677435,8,0,3171
EUW1_7736677435,8,1,3152
EUW1_7736677435,8,2,3157
EUW1_7736677435,8,3,3070
EUW1_7736677435,8,4,3089
EUW1_7736677435,8,5,3137
EUW1_7736677435,9,0,3161
EUW1_7736677435,9,1,3042
EUW1_7736677435,9,2,3078
EUW1_7736677435,9,3,2517
EUW1_7736677435,9,4,6694
EUW1_7736677435,9,5,3072
EUW1_7736677435,10,0,3050
EUW1_7736677435,10,1,3869
EUW1_7736677435,10,2,3190
EUW1_7736677435,10,3,3009
EUW1_7736677435,10,4,3067
EUW1_7736677435,10,5,2524
EUW1_7736616857,1,0,3047
EUW1_7736616857,1,1,6698
EUW1_7736616857,1,2,3134
EUW1_7736616857,1,3,2055
EUW1_7736616857,1,4,6610
EUW1_7736616857,1,5,6333
EUW1_7736616857,2,0,2055
EUW1_7736616857,2,1,3078
EUW1_7736616857,2,2,6333
EUW1_7736616857,2,3,6610
EUW1_7736616857,2,5,3047
EUW1_7736616857,3,0,2503
EUW1_7736616857,3,1,3175
EUW1_7736616857,3,2,4628
EUW1_7736616857,3,3,3145
EUW1_7736616857,3,4,1058
EUW1_7736616857,3,5,1056
EUW1_7736616857,4,0,3123
EUW1_7736616857,4,1,3508
EUW1_7736616857,4,2,6675
EUW1_7736616857,4,3,1037
EUW1_7736616857,4,4,1055
EUW1_7736616857,4,5,1038
EUW1_7736616857,5,0,2524
EUW1_7736616857,5,1,3009
EUW1_7736616857,5,2,3877
EUW1_7736616857,5,3,3109
EUW1_7736616857,5,4,1033
EUW1_7736616857,5,5,3070
EUW1_7736616857,6,0,1036
EUW1_7736616857,6,1,3074
EUW1_7736616857,6,2,3047
EUW1_7736616857,6,3,1055
EUW1_7736616857,6,4,6333
EUW1_7736616857,6,5,3044
EUW1_7736616857,7,0,3155
EUW1_7736616857,7,2,6698
EUW1_7736616857,7,3,6333
EUW1_7736616857,7,4,6696
EUW1_7736616857,7,5,3158
EUW1_7736616857,8,0,3171
EUW1_7736616857,8,1,3152
EUW1_7736616857,8,2,3070
EUW1_7736616857,8,3,3113
EUW1_7736616857,8,4,3089
EUW1_7736616857,9,0,1055
EUW1_7736616857,9,1,6672
EUW1_7736616857,9,2,2512
EUW1_7736616857,9,3,3031
EUW1_7736616857,9,4,3036
EUW1_7736616857,10,0,3107
EUW1_7736616857,10,1,3190
EUW1_7736616857,10,2,3870
EUW1_7736616857,10,3,3504
EUW1_7736616857,10,5,3158
EUW1_7736337469,1,0,3053
EUW1_7736337469,1,1,3161
EUW1_7736337469,1,2,3047
EUW1_7736337469,1,3,3143
EUW1_7736337469,1,4,3078
EUW1_7736337469,1,5,3071
EUW1_7736337469,2,0,6701
EUW1_7736337469,2,1,6698
EUW1_7736337469,2,2,3036
EUW1_7736337469,2,3,6695
EUW1_7736337469,2,4,3153
EUW1_7736337469,2,5,3006
EUW1_7736337469,3,0,3135
EUW1_7736337469,3,1,3089
EUW1_7736337469,3,2,3152
EUW1_7736337469,3,3,4645
EUW1_7736337469,3,4,3173
EUW1_7736337469,3,5,4646
EUW1_7736337469,4,0,3031
EUW1_7736337469,4,1,3078
EUW1_7736337469,4,2,6676
EUW1_7736337469,4,3,3042
EUW1_7736337469,4,4,3036
EUW1_7736337469,4,5,3086
EUW1_7736337469,5,0,3190
EUW1_7736337469,5,1,3152
EUW1_7736337469,5,2,3870
EUW1_7736337469,5,3,3222
EUW1_7736337469,5,4,2065
EUW1_7736337469,5,5,3158
EUW1_7736337469,6,0,6333
EUW1_7736337469,6,1,3156
EUW1_7736337469,6,2,6692
EUW1_7736337469,6,3,3026
EUW1_7736337469,6,4,1028
EUW1_7736337469,6,5,3047
EUW1_7736337469,7,0,6333
EUW1_7736337469,7,1,6698
EUW1_7736337469,7,2,6696
EUW1_7736337469,7,3,3111
EUW1_7736337469,7,4,3156
EUW1_7736337469,7,5,3026
EUW1_7736337469,8,0,3170
EUW1_7736337469,8,1,3157
EUW1_7736337469,8,2,4629
EUW1_7736337469,8,3,3089
EUW1_7736337469,8,4,2503
EUW1_7736337469,8,5,4630
EUW1_7736337469,9,0,3143
EUW1_7736337469,9,1,3031
EUW1_7736337469,9,2,1033
EUW1_7736337469,9,3,6672
EUW1_7736337469,9,4,6673
EUW1_7736337469,9,5,2512
EUW1_7736337469,10,0,3869
EUW1_7736337469,10,1,3190
EUW1_7736337469,10,2,3009
EUW1_7736337469,10,3,2524
EUW1_7736337469,10,4,2525
EUW1_7736337469,10,5,1011
EUW1_7736274658,1,0,3161
EUW1_7736274658,1,1,1054
EUW1_7736274658,1,2,6610
EUW1_7736274658,1,3,3111
EUW1_7736274658,1,4,2019
EUW1_7736274658,1,5,3133
EUW1_7736274658,2,0,3111
EUW1_7736274658,2,1,3078
EUW1_7736274658,2,2,3053
EUW1_7736274658,2,3,6333
EUW1_7736274658,2,4,3066
EUW1_7736274658,2,5,1031
EUW1_7736274658,3,0,1054
EUW1_7736274658,3,1,3157
EUW1_7736274658,3,2,3175
EUW1_7736274658,3,3,3100
EUW1_7736274658,3,4,3041
EUW1_7736274658,3,5,3102
EUW1_7736274658,4,0,1056
EUW1_7736274658,4,1,3067
EUW1_7736274658,4,2,3211
EUW1_7736274658,4,3,3118
EUW1_7736274658,4,4,3041
EUW1_7736274658,4,5,3116
EUW1_7736274658,5,0,3047
EUW1_7736274658,5,1,3869
EUW1_7736274658,5,2,3190
EUW1_7736274658,5,3,3050
EUW1_7736274658,5,4,1029
EUW1_7736274658,5,5,1028
EUW1_7736274658,6,0,1001
EUW1_7736274658,6,1,3748
EUW1_7736274658,6,2,3075
EUW1_7736274658,6,3,2504
EUW1_7736274658,6,5,1054
EUW1_7736274658,7,0,1001
EUW1_7736274658,7,1,6698
EUW1_7736274658,7,2,3179
EUW1_7736274658,7,3,6695
EUW1_7736274658,8,0,1056
EUW1_7736274658,8,1,1082
EUW1_7736274658,8,2,2055
EUW1_7736274658,8,3,4646
EUW1_7736274658,8,4,3175
EUW1_7736274658,8,5,2503
EUW1_7736274658,9,0,1055
EUW1_7736274658,9,1,2512
EUW1_7736274658,9,2,3032
EUW1_7736274658,9,3,3123
EUW1_7736274658,9,4,3035
EUW1_7736274658,10,0,2422
EUW1_7736274658,10,1,3190
EUW1_7736274658,10,2,3869
EUW1_7736274658,10,3,2524
EUW1_7736274658,10,4,3067
EUW1_7739863803,1,0,1055
EUW1_7739863803,1,1,3078
EUW1_7739863803,1,2,3074
EUW1_7739863803,1,3,1001
EUW1_7739863803,1,4,1036
EUW1_7739863803,1,5,1028
EUW1_7739863803,2,0,3153
EUW1_7739863803,2,1,6631
EUW1_7739863803,2,2,2422
EUW1_7739863803,2,3,3026
EUW1_7739863803,2,4,1029
EUW1_7739863803,2,5,6672
EUW1_7739863803,3,0,3041
EUW1_7739863803,3,1,3152
EUW1_7739863803,3,2,2055
EUW1_7739863803,3,3,1058
EUW1_7739863803,3,4,3173
EUW1_7739863803,3,5,3118
EUW1_7739863803,4,0,3040
EUW1_7739863803,4,1,2526
EUW1_7739863803,4,2,6620
EUW1_7739863803,4,3,2508
EUW1_7739863803,4,4,1052
EUW1_7739863803,4,5,1028
EUW1_7739863803,5,0,3111
EUW1_7739863803,5,1,3877
EUW1_7739863803,5,2,3190
EUW1_7739863803,5,3,3067
EUW1_7739863803,5,4,1031
EUW1_7739863803,6,0,3142
EUW1_7739863803,6,1,6701
EUW1_7739863803,6,2,3035
EUW1_7739863803,6,3,3111
EUW1_7739863803,6,4,3123
EUW1_7739863803,6,5,1083
EUW1_7739863803,7,0,6698
EUW1_7739863803,7,1,3111
EUW1_7739863803,7,2,6610
EUW1_7739863803,7,3,3133
EUW1_7739863803,7,4,1036
EUW1_7739863803,8,0,2503
EUW1_7739863803,8,1,4629
EUW1_7739863803,8,2,3171
EUW1_7739863803,8,3,1052
EUW1_7739863803,8,4,1056
EUW1_7739863803,8,5,1082
EUW1_7739863803,9,0,1055
EUW1_7739863803,9,1,2510
EUW1_7739863803,9,2,3087
EUW1_7739863803,9,3,1038
EUW1_7739863803,10,0,2524
EUW1_7739863803,10,1,3190
EUW1_7739863803,10,2,3876
EUW1_7739863803,10,3,1028
EUW1_7739863803,10,4,2422
EUW1_7739612698,1,0,6692
EUW1_7739612698,1,1,2422
EUW1_7739612698,1,2,1054
EUW1_7739612698,1,3,3161
EUW1_7739612698,1,4,1029
EUW1_7739612698,2,0,1001
EUW1_7739612698,2,1,3067
EUW1_7739612698,2,2,3044
EUW1_7739612698,2,5,6610
EUW1_7739612698,3,0,6655
EUW1_7739612698,3,1,1082
EUW1_7739612698,3,2,1058
EUW1_7739612698,3,3,1001
EUW1_7739612698,3,4,1056
EUW1_7739612698,3,5,1029
EUW1_7739612698,4,0,2031
EUW1_7739612698,4,1,6672
EUW1_7739612698,4,2,1055
EUW1_7739612698,4,3,1083
EUW1_7739612698,4,4,3086
EUW1_7739612698,4,5,3144
EUW1_7739612698,5,0,3870
EUW1_7739612698,5,1,3504
EUW1_7739612698,5,2,3158
EUW1_7739612698,5,3,3114
EUW1_7739612698,5,4,1028
EUW1_7739612698,5,5,2022
EUW1_7739612698,6,0,1055
EUW1_7739612698,6,1,3142
EUW1_7739612698,6,2,1001
EUW1_7739612698,6,3,3042
EUW1_7739612698,6,4,6694
EUW1_7739612698,7,0,6610
EUW1_7739612698,7,1,3078
EUW1_7739612698,7,2,3044
EUW1_7739612698,7,3,3111
EUW1_7739612698,7,4,2022
EUW1_7739612698,8,0,1058
EUW1_7739612698,8,1,3152
EUW1_7739612698,8,2,1054
EUW1_7739612698,8,3,3175
EUW1_7739612698,8,4,3145
EUW1_7739612698,8,5,1082
EUW1_7739612698,9,0,1055
EUW1_7739612698,9,2,3124
EUW1_7739612698,9,3,2510
EUW1_7739612698,9,4,1052
EUW1_7739612698,9,5,6672
EUW1_7739612698,10,0,3869
EUW1_7739612698,10,1,3152
EUW1_7739612698,10,2,3110
EUW1_7739612698,10,3,3916
EUW1_7739612698,10,4,3158
EUW1_7739612698,10,5,1082
EUW1_7739275415,1,0,2031
EUW1_7739275415,1,1,3078
EUW1_7739275415,1,2,3047
EUW1_7739275415,1,3,3071
EUW1_7739275415,1,5,1055
EUW1_7739275415,2,0,6610
EUW1_7739275415,2,1,6692
EUW1_7739275415,2,2,2055
EUW1_7739275415,2,3,2022
EUW1_7739275415,2,4,3044
EUW1_7739275415,2,5,3111
EUW1_7739275415,3,0,1055
EUW1_7739275415,3,1,6672
EUW1_7739275415,3,2,3153
EUW1_7739275415,3,3,1001
EUW1_7739275415,3,4,1033
EUW1_7739275415,4,0,3032
EUW1_7739275415,4,1,2523
EUW1_7739275415,4,2,2055
EUW1_7739275415,4,3,1055
EUW1_7739275415,4,4,1018
EUW1_7739275415,5,0,3869
EUW1_7739275415,5,1,8020
EUW1_7739275415,5,2,1052
EUW1_7739275415,5,3,1082
EUW1_7739275415,5,4,3111
EUW1_7739275415,5,5,2022
EUW1_7739275415,6,0,3142
EUW1_7739275415,6,1,3134
EUW1_7739275415,6,3,3042
EUW1_7739275415,6,4,3009
EUW1_7739275415,6,5,1055
EUW1_7739275415,7,0,3742
EUW1_7739275415,7,1,3009
EUW1_7739275415,7,2,1057
EUW1_7739275415,7,3,1028
