match_id,participant_id,slot,spell_id
EUW1_7739302156,5,2,4
EUW1_7739302156,6,1,4
EUW1_7739302156,6,2,12
EUW1_7739302156,7,1,11
EUW1_7739302156,7,2,14
EUW1_7739302156,8,1,12
EUW1_7739302156,8,2,4
EUW1_7739302156,9,1,21
EUW1_7739302156,9,2,4
EUW1_7739302156,10,1,7
EUW1_7739302156,10,2,4
EUW1_7739258896,1,1,12
EUW1_7739258896,1,2,6
EUW1_7739258896,2,1,4
EUW1_7739258896,2,2,11
EUW1_7739258896,3,1,4
EUW1_7739258896,3,2,12
EUW1_7739258896,4,1,4
EUW1_7739258896,4,2,21
EUW1_7739258896,5,1,7
EUW1_7739258896,5,2,4
EUW1_7739258896,6,1,12
EUW1_7739258896,6,2,4
EUW1_7739258896,7,1,4
EUW1_7739258896,7,2,11
EUW1_7739258896,8,1,12
EUW1_7739258896,8,2,4
EUW1_7739258896,9,1,4
EUW1_7739258896,9,2,21
EUW1_7739258896,10,1,4
EUW1_7739258896,10,2,14
EUW1_7739215514,1,1,4
EUW1_7739215514,1,2,14
EUW1_7739215514,2,1,4
EUW1_7739215514,2,2,11
EUW1_7739215514,3,1,6
EUW1_7739215514,3,2,4
EUW1_7739215514,4,1,4
EUW1_7739215514,4,2,6
EUW1_7739215514,5,1,7
EUW1_7739215514,5,2,4
EUW1_7739215514,6,1,14
EUW1_7739215514,6,2,4
EUW1_7739215514,7,1,11
EUW1_7739215514,7,2,4
EUW1_7739215514,8,1,4
EUW1_7739215514,8,2,12
EUW1_7739215514,9,1,1
EUW1_7739215514,9,2,4
EUW1_7739215514,10,1,4
EUW1_7739215514,10,2,7
EUW1_7739054573,1,1,12
EUW1_7739054573,1,2,4
EUW1_7739054573,2,1,11
EUW1_7739054573,2,2,4
EUW1_7739054573,3,1,12
EUW1_7739054573,3,2,4
EUW1_7739054573,4,1,4
EUW1_7739054573,4,2,21
EUW1_7739054573,5,1,4
EUW1_7739054573,5,2,7
EUW1_7739054573,6,1,6
EUW1_7739054573,6,2,12
EUW1_7739054573,7,1,4
EUW1_7739054573,7,2,11
EUW1_7739054573,8,1,4
EUW1_7739054573,8,2,12
EUW1_7739054573,9,1,4
EUW1_7739054573,9,2,21
EUW1_7739054573,10,1,4
EUW1_7739054573,10,2,7
EUW1_7729589581,1,1,14
EUW1_7729589581,1,2,4
EUW1_7729589581,2,1,4
EUW1_7729589581,2,2,11
EUW1_7729589581,3,1,4
EUW1_7729589581,3,2,12
EUW1_7729589581,4,1,21
EUW1_7729589581,4,2,4
EUW1_7729589581,5,1,4
EUW1_7729589581,5,2,7
EUW1_7729589581,6,1,12
EUW1_7729589581,6,2,4
EUW1_7729589581,7,1,4
EUW1_7729589581,7,2,11
EUW1_7729589581,8,1,4
EUW1_7729589581,8,2,12
EUW1_7729589581,9,1,12
EUW1_7729589581,9,2,4
EUW1_7729589581,10,1,4
EUW1_7729589581,10,2,7
EUW1_7729485894,1,1,14
EUW1_7729485894,1,2,4
EUW1_7729485894,2,1,11
EUW1_7729485894,2,2,4
EUW1_7729485894,3,1,12
EUW1_7729485894,3,2,14
EUW1_7729485894,4,1,21
EUW1_7729485894,4,2,4
EUW1_7729485894,5,1,7
EUW1_7729485894,5,2,4
EUW1_7729485894,6,1,4
EUW1_7729485894,6,2,14
EUW1_7729485894,7,1,4
EUW1_7729485894,7,2,11
EUW1_7729485894,8,1,4
EUW1_7729485894,8,2,12
EUW1_7729485894,9,1,4
EUW1_7729485894,9,2,21
EUW1_7729485894,10,1,4
EUW1_7729485894,10,2,7
EUW1_7729426360,1,1,4
EUW1_7729426360,1,2,14
EUW1_7729426360,2,1,11
EUW1_7729426360,2,2,4
EUW1_7729426360,3,1,4
EUW1_7729426360,3,2,12
EUW1_7729426360,4,1,4
EUW1_7729426360,4,2,21
EUW1_7729426360,5,1,4
EUW1_7729426360,5,2,7
EUW1_7729426360,6,1,14
EUW1_7729426360,6,2,4
EUW1_7729426360,7,1,4
EUW1_7729426360,7,2,11
EUW1_7729426360,8,1,14
EUW1_7729426360,8,2,4
EUW1_7729426360,9,1,21
EUW1_7729426360,9,2,4
EUW1_7729426360,10,1,7
EUW1_7729426360,10,2,4
EUW1_7729344608,1,1,4
EUW1_7729344608,1,2,12
EUW1_7729344608,2,1,4
EUW1_7729344608,2,2,11
EUW1_7729344608,3,1,4
EUW1_7729344608,3,2,14
EUW1_7729344608,4,1,4
EUW1_7729344608,4,2,21
EUW1_7729344608,5,1,7
EUW1_7729344608,5,2,4
EUW1_7729344608,6,1,4
EUW1_7729344608,6,2,12
EUW1_7729344608,7,1,11
EUW1_7729344608,7,2,4
EUW1_7729344608,8,1,4
EUW1_7729344608,8,2,12
EUW1_7729344608,9,1,4
EUW1_7729344608,9,2,6
EUW1_7729344608,10,1,4
EUW1_7729344608,10,2,7
EUW1_7729245014,1,1,3
EUW1_7729245014,1,2,4
EUW1_7729245014,2,1,11
EUW1_7729245014,2,2,4
EUW1_7729245014,3,1,4
EUW1_7729245014,3,2,14
EUW1_7729245014,4,1,4
EUW1_7729245014,4,2,3
EUW1_7729245014,5,1,7
EUW1_7729245014,5,2,4
EUW1_7729245014,6,1,14
EUW1_7729245014,6,2,4
EUW1_7729245014,7,1,4
EUW1_7729245014,7,2,11
EUW1_7729245014,8,1,12
EUW1_7729245014,8,2,14
EUW1_7729245014,9,1,4
EUW1_7729245014,9,2,21
EUW1_7729245014,10,1,4
EUW1_7729245014,10,2,7
EUW1_7729144191,1,1,4
EUW1_7729144191,1,2,12
EUW1_7729144191,2,1,11
EUW1_7729144191,2,2,4
EUW1_7729144191,3,1,3
EUW1_7729144191,3,2,4
EUW1_7729144191,4,1,4
EUW1_7729144191,4,2,21
EUW1_7729144191,5,1,4
EUW1_7729144191,5,2,14
EUW1_7729144191,6,1,4
EUW1_7729144191,6,2,14
EUW1_7729144191,7,1,4
EUW1_7729144191,7,2,11
EUW1_7729144191,8,1,4
EUW1_7729144191,8,2,14
EUW1_7729144191,9,1,1
EUW1_7729144191,9,2,4
EUW1_7729144191,10,1,7
EUW1_7729144191,10,2,4
EUW1_7729046448,1,1,4
EUW1_7729046448,1,2,12
EUW1_7729046448,2,1,4
EUW1_7729046448,2,2,11
EUW1_7729046448,3,1,4
EUW1_7729046448,3,2,21
EUW1_7729046448,4,1,4
EUW1_7729046448,4,2,21
EUW1_7729046448,5,1,7
EUW1_7729046448,5,2,4
EUW1_7729046448,6,1,4
EUW1_7729046448,6,2,12
EUW1_7729046448,7,1,11
EUW1_7729046448,7,2,4
EUW1_7729046448,8,1,4
EUW1_7729046448,8,2,12
EUW1_7729046448,9,1,4
EUW1_7729046448,9,2,21
EUW1_7729046448,10,1,4
EUW1_7729046448,10,2,14
EUW1_7730635819,1,1,4
EUW1_7730635819,1,2,12
EUW1_7730635819,2,1,11
EUW1_7730635819,2,2,4
EUW1_7730635819,3,1,4
EUW1_7730635819,3,2,12
EUW1_7730635819,4,1,12
EUW1_7730635819,4,2,4
EUW1_7730635819,5,1,4
EUW1_7730635819,5,2,7
EUW1_7730635819,6,1,4
EUW1_7730635819,6,2,14
EUW1_7730635819,7,1,4
EUW1_7730635819,7,2,11
EUW1_7730635819,8,1,3
EUW1_7730635819,8,2,4
EUW1_7730635819,9,1,4
EUW1_7730635819,9,2,12
EUW1_7730635819,10,1,4
EUW1_7730635819,10,2,7
EUW1_7730581249,1,1,4
EUW1_7730581249,1,2,12
EUW1_7730581249,2,1,4
EUW1_7730581249,2,2,11
EUW1_7730581249,3,1,4
EUW1_7730581249,3,2,14
EUW1_7730581249,4,1,4
EUW1_7730581249,4,2,1
EUW1_7730581249,5,1,7
EUW1_7730581249,5,2,4
EUW1_7730581249,6,1,4
EUW1_7730581249,6,2,12
EUW1_7730581249,7,1,4
EUW1_7730581249,7,2,11
EUW1_7730581249,8,1,12
EUW1_7730581249,8,2,4
EUW1_7730581249,9,1,4
EUW1_7730581249,9,2,21
EUW1_7730581249,10,1,4
EUW1_7730581249,10,2,7
EUW1_7730529724,1,1,4
EUW1_7730529724,1,2,12
EUW1_7730529724,2,1,4
EUW1_7730529724,2,2,11
EUW1_7730529724,3,1,4
EUW1_7730529724,3,2,12
EUW1_7730529724,4,1,4
EUW1_7730529724,4,2,21
EUW1_7730529724,5,1,7
EUW1_7730529724,5,2,4
EUW1_7730529724,6,1,4
EUW1_7730529724,6,2,14
EUW1_7730529724,7,1,11
EUW1_7730529724,7,2,4
EUW1_7730529724,8,1,3
EUW1_7730529724,8,2,4
EUW1_7730529724,9,1,6
EUW1_7730529724,9,2,4
EUW1_7730529724,10,1,7
EUW1_7730529724,10,2,4
EUW1_7729771711,1,1,4
EUW1_7729771711,1,2,12
EUW1_7729771711,2,1,4
EUW1_7729771711,2,2,11
EUW1_7729771711,3,1,12
EUW1_7729771711,3,2,4
EUW1_7729771711,4,1,4
EUW1_7729771711,4,2,21
EUW1_7729771711,5,1,7
EUW1_7729771711,5,2,4
EUW1_7729771711,6,1,4
EUW1_7729771711,6,2,14
EUW1_7729771711,7,1,11
EUW1_7729771711,7,2,4
EUW1_7729771711,8,1,4
EUW1_7729771711,8,2,6
EUW1_7729771711,9,1,4
EUW1_7729771711,9,2,6
EUW1_7729771711,10,1,4
EUW1_7729771711,10,2,14
EUW1_7729570675,1,1,12
EUW1_7729570675,1,2,4
EUW1_7729570675,2,1,11
EUW1_7729570675,2,2,4
EUW1_7729570675,3,1,3
EUW1_7729570675,3,2,4
EUW1_7729570675,4,1,4
EUW1_7729570675,4,2,6
EUW1_7729570675,5,1,7
EUW1_7729570675,5,2,4
EUW1_7729570675,6,1,4
EUW1_7729570675,6,2,12
EUW1_7729570675,7,1,4
EUW1_7729570675,7,2,11
EUW1_7729570675,8,1,4
EUW1_7729570675,8,2,3
EUW1_7729570675,9,1,4
EUW1_7729570675,9,2,21
EUW1_7729570675,10,1,7
EUW1_7729570675,10,2,4
EUW1_7729031459,1,1,14
EUW1_7729031459,1,2,4
EUW1_7729031459,2,1,11
EUW1_7729031459,2,2,4
EUW1_7729031459,3,1,4
EUW1_7729031459,3,2,12
EUW1_7729031459,4,1,4
EUW1_7729031459,4,2,21
EUW1_7729031459,5,1,14
EUW1_7729031459,5,2,4
EUW1_7729031459,6,1,4
EUW1_7729031459,6,2,14
EUW1_7729031459,7,1,4
EUW1_7729031459,7,2,11
EUW1_7729031459,8,1,4
EUW1_7729031459,8,2,21
EUW1_7729031459,9,1,3
EUW1_7729031459,9,2,4
EUW1_7729031459,10,1,4
EUW1_7729031459,10,2,7
EUW1_7736053895,1,1,3
EUW1_7736053895,1,2,4
EUW1_7736053895,2,1,4
EUW1_7736053895,2,2,11
EUW1_7736053895,3,1,4
EUW1_7736053895,3,2,12
EUW1_7736053895,4,1,4
EUW1_7736053895,4,2,1
EUW1_7736053895,5,1,4
EUW1_7736053895,5,2,7
EUW1_7736053895,6,1,14
EUW1_7736053895,6,2,4
EUW1_7736053895,7,1,6
EUW1_7736053895,7,2,11
EUW1_7736053895,8,1,12
EUW1_7736053895,8,2,4
EUW1_7736053895,9,1,21
EUW1_7736053895,9,2,4
EUW1_7736053895,10,1,4
EUW1_7736053895,10,2,14
EUW1_7728800450,1,1,4
EUW1_7728800450,1,2,12
EUW1_7728800450,2,1,11
EUW1_7728800450,2,2,4
EUW1_7728800450,3,1,4
EUW1_7728800450,3,2,12
EUW1_7728800450,4,1,4
EUW1_7728800450,4,2,21
EUW1_7728800450,5,1,4
EUW1_7728800450,5,2,14
EUW1_7728800450,6,1,4
EUW1_7728800450,6,2,21
EUW1_7728800450,7,1,4
EUW1_7728800450,7,2,11
EUW1_7728800450,8,1,4
EUW1_7728800450,8,2,12
EUW1_7728800450,9,1,4
EUW1_7728800450,9,2,21
EUW1_7728800450,10,1,4
EUW1_7728800450,10,2,14
EUW1_7728744451,1,1,4
EUW1_7728744451,1,2,12
EUW1_7728744451,2,1,4
EUW1_7728744451,2,2,11
EUW1_7728744451,3,1,4
EUW1_7728744451,3,2,12
EUW1_7728744451,4,1,4
EUW1_7728744451,4,2,12
EUW1_7728744451,5,1,4
EUW1_7728744451,5,2,7
EUW1_7728744451,6,1,4
EUW1_7728744451,6,2,14
EUW1_7728744451,7,1,4
EUW1_7728744451,7,2,11
EUW1_7728744451,8,1,4
EUW1_7728744451,8,2,12
EUW1_7728744451,9,1,4
EUW1_7728744451,9,2,6
EUW1_7728744451,10,1,4
EUW1_7728744451,10,2,7
EUW1_7728702821,1,1,4
EUW1_7728702821,1,2,14
EUW1_7728702821,2,1,11
EUW1_7728702821,2,2,4
EUW1_7728702821,3,1,12
EUW1_7728702821,3,2,4
EUW1_7728702821,4,1,4
EUW1_7728702821,4,2,6
EUW1_7728702821,5,1,4
EUW1_7728702821,5,2,7
EUW1_7728702821,6,1,12
EUW1_7728702821,6,2,4
EUW1_7728702821,7,1,4
EUW1_7728702821,7,2,11
EUW1_7728702821,8,1,4
EUW1_7728702821,8,2,12
EUW1_7728702821,9,1,12
EUW1_7728702821,9,2,4
EUW1_7728702821,10,1,4
EUW1_7728702821,10,2,7
EUW1_7728249182,1,1,4
EUW1_7728249182,1,2,6
EUW1_7728249182,2,1,4
EUW1_7728249182,2,2,11
EUW1_7728249182,3,1,4
EUW1_7728249182,3,2,12
EUW1_7728249182,4,1,4
EUW1_7728249182,4,2,21
EUW1_7728249182,5,1,4
EUW1_7728249182,5,2,7
EUW1_7728249182,6,1,12
EUW1_7728249182,6,2,4
EUW1_7728249182,7,1,4
EUW1_7728249182,7,2,11
EUW1_7728249182,8,1,14
EUW1_7728249182,8,2,4
EUW1_7728249182,9,1,21
EUW1_7728249182,9,2,4
EUW1_7728249182,10,1,7
EUW1_7728249182,10,2,4
EUW1_7726740202,1,1,4
EUW1_7726740202,1,2,14
EUW1_7726740202,2,1,4
EUW1_7726740202,2,2,11
EUW1_7726740202,3,1,4
EUW1_7726740202,3,2,12
EUW1_7726740202,4,1,21
EUW1_7726740202,4,2,4
EUW1_7726740202,5,1,4
EUW1_7726740202,5,2,14
EUW1_7726740202,6,1,12
EUW1_7726740202,6,2,4
EUW1_7726740202,7,1,4
EUW1_7726740202,7,2,11
EUW1_7726740202,8,1,4
EUW1_7726740202,8,2,12
EUW1_7726740202,9,1,4
EUW1_7726740202,9,2,21
EUW1_7726740202,10,1,4
EUW1_7726740202,10,2,7
EUW1_7726698567,1,1,3
EUW1_7726698567,1,2,4
EUW1_7726698567,2,1,11
EUW1_7726698567,2,2,4
EUW1_7726698567,3,1,4
EUW1_7726698567,3,2,12
EUW1_7726698567,4,1,4
EUW1_7726698567,4,2,1
EUW1_7726698567,5,1,4
EUW1_7726698567,5,2,14
EUW1_7726698567,6,1,14
EUW1_7726698567,6,2,4
EUW1_7726698567,7,1,4
EUW1_7726698567,7,2,11
EUW1_7726698567,8,1,4
EUW1_7726698567,8,2,14
EUW1_7726698567,9,1,4
EUW1_7726698567,9,2,21
EUW1_7726698567,10,1,7
EUW1_7726698567,10,2,4
EUW1_7735932297,1,1,4
EUW1_7735932297,1,2,14
EUW1_7735932297,2,1,4
EUW1_7735932297,2,2,11
EUW1_7735932297,3,1,12
EUW1_7735932297,3,2,4
EUW1_7735932297,4,1,4
EUW1_7735932297,4,2,21
EUW1_7735932297,5,1,4
EUW1_7735932297,5,2,7
EUW1_7735932297,6,1,4
EUW1_7735932297,6,2,12
EUW1_7735932297,7,1,4
EUW1_7735932297,7,2,11
EUW1_7735932297,8,1,4
EUW1_7735932297,8,2,12
EUW1_7735932297,9,1,4
EUW1_7735932297,9,2,21
EUW1_7735932297,10,1,4
EUW1_7735932297,10,2,7
EUW1_7735885096,1,1,4
EUW1_7735885096,1,2,14
EUW1_7735885096,2,1,4
EUW1_7735885096,2,2,11
EUW1_7735885096,3,1,4
EUW1_7735885096,3,2,12
EUW1_7735885096,4,1,4
EUW1_7735885096,4,2,1
EUW1_7735885096,5,1,14
EUW1_7735885096,5,2,4
EUW1_7735885096,6,1,4
EUW1_7735885096,6,2,12
EUW1_7735885096,7,1,11
EUW1_7735885096,7,2,4
EUW1_7735885096,8,1,14
EUW1_7735885096,8,2,4
EUW1_7735885096,9,1,4
EUW1_7735885096,9,2,21
EUW1_7735885096,10,1,14
EUW1_7735885096,10,2,4
EUW1_7735826921,1,1,4
EUW1_7735826921,1,2,14
EUW1_7735826921,2,1,14
EUW1_7735826921,2,2,11
EUW1_7735826921,3,1,12
EUW1_7735826921,3,2,4
EUW1_7735826921,4,1,4
EUW1_7735826921,4,2,21
EUW1_7735826921,5,1,4
EUW1_7735826921,5,2,7
EUW1_7735826921,6,1,4
EUW1_7735826921,6,2,14
EUW1_7735826921,7,1,11
EUW1_7735826921,7,2,4
EUW1_7735826921,8,1,4
EUW1_7735826921,8,2,12
EUW1_7735826921,9,1,4
EUW1_7735826921,9,2,21
EUW1_7735826921,10,1,7
EUW1_7735826921,10,2,4
EUW1_7735792730,1,1,4
EUW1_7735792730,1,2,12
EUW1_7735792730,2,1,4
EUW1_7735792730,2,2,11
EUW1_7735792730,3,1,12
EUW1_7735792730,3,2,4
EUW1_7735792730,4,1,4
EUW1_7735792730,4,2,6
EUW1_7735792730,5,1,4
EUW1_7735792730,5,2,7
EUW1_7735792730,6,1,4
EUW1_7735792730,6,2,12
EUW1_7735792730,7,1,6
EUW1_7735792730,7,2,11
EUW1_7735792730,8,1,4
EUW1_7735792730,8,2,14
EUW1_7735792730,9,1,4
EUW1_7735792730,9,2,21
EUW1_7735792730,10,1,4
EUW1_7735792730,10,2,7
EUW1_7735731834,1,1,4
EUW1_7735731834,1,2,21
EUW1_7735731834,2,1,4
EUW1_7735731834,2,2,11
EUW1_7735731834,3,1,4
EUW1_7735731834,3,2,12
EUW1_7735731834,4,1,21
EUW1_7735731834,4,2,4
EUW1_7735731834,5,1,4
EUW1_7735731834,5,2,7
EUW1_7735731834,6,1,12
EUW1_7735731834,6,2,4
EUW1_7735731834,7,1,11
EUW1_7735731834,7,2,4
EUW1_7735731834,8,1,4
EUW1_7735731834,8,2,14
EUW1_7735731834,9,1,12
EUW1_7735731834,9,2,4
EUW1_7735731834,10,1,4
EUW1_7735731834,10,2,7
EUW1_7734710011,1,1,12
EUW1_7734710011,1,2,4
EUW1_7734710011,2,1,4
EUW1_7734710011,2,2,11
EUW1_7734710011,3,1,12
EUW1_7734710011,3,2,4
EUW1_7734710011,4,1,4
EUW1_7734710011,4,2,6
EUW1_7734710011,5,1,4
EUW1_7734710011,5,2,7
EUW1_7734710011,6,1,4
